status,orbital_period,semi_major_axis,planet_radius,transit_duration,insolation_flux,equilibrium_temperature,kepler_magnitude,stellar_radius,stellar_effective_temperature,stellar_surface_gravity,stellar_mass,stellar_metallicity
0,2.882424694,0.0409,399.44,25.91,17023.71,2912.0,12.812,8.058,4705.0,2.667,1.101,-0.12
1,220.142913,0.7211,5.94,19.528,5.4,389.0,13.771,1.393,6340.0,4.163,1.031,-0.38
0,473.95103,1.2827,3.32,11.778,3.21,341.0,13.978,1.81,6513.0,4.02,1.252,-0.14
0,0.534109403,0.018,2.28,0.9513,217941.01,5513.0,12.314,2.432,10747.0,4.1,2.718,0.07
0,168.77118,0.5423,2825.04,2.263,0.93,251.0,15.941,0.719,4936.0,4.597,0.746,-0.14
0,22.9138322,0.1596,30.24,4.855,89.68,785.0,13.757,1.334,6154.0,4.201,1.032,-0.22
0,538.36855,1.3322,2.37,19.26,0.74,237.0,15.674,1.015,6148.0,4.461,1.083,-0.08
0,65.5327181,0.3116,1.79,2.256,8.61,437.0,15.319,0.923,5755.0,4.48,0.939,-0.1
0,1.018360336,0.0204,107.0,7.622,6627.64,2302.0,14.299,1.463,6160.0,4.144,1.087,-0.12
0,396.349253,1.12,2.39,2.685,1.73,293.0,14.795,1.168,6495.0,4.379,1.19,-0.1
0,0.502807253,0.0109,26.81,1.01493,2623.68,1825.0,15.341,0.715,5109.0,4.564,0.684,-0.44
0,149.526152,0.4731,1.69,3.033,0.39,202.0,15.345,0.628,3978.0,4.642,0.631,0.32
0,2.845736321,0.0503,402.16,11.5703,20649.68,3058.0,12.367,10.154,4878.0,2.745,2.093,0.0
0,1.710299164,0.027,57.97,3.92227,1700.05,1638.0,10.154,1.006,6082.0,4.385,0.896,-0.48
0,252.04444,0.6844,2.49,5.13,0.35,196.0,15.884,0.664,4514.0,4.621,0.673,-0.12
0,153.521361,0.597,3.09,3.893,13.99,493.0,13.636,1.921,6233.0,3.951,1.2,-0.14
0,3.0031801,0.045,4.7,2.814,2630.88,1827.0,14.526,1.768,6606.0,4.071,1.349,-0.16
0,2.96384168,0.0423,43.7,5.4768,925.63,1406.0,14.502,1.158,6095.0,4.371,1.154,0.14
0,43.142257,0.2654,37.88,61.73,58.68,706.0,14.756,1.769,6198.0,4.069,1.338,0.14
1,3.290304098,0.0327,4.91,1.7215,20.06,540.0,15.669,0.427,3386.0,4.81,0.43,0.48
0,326.70552,0.8585,2.83,3.36,1.61,287.0,14.703,0.998,6036.0,4.337,0.789,-0.78
0,343.49816,0.8158,1.27,7.46,0.17,164.0,14.26,0.624,4256.0,4.635,0.614,-0.16
0,11.2582311,0.0867,1.24,16.89,46.86,667.0,15.902,0.722,5242.0,4.556,0.684,-0.54
0,155.046089,0.8591,444.08,10.205,347.12,1101.0,12.649,12.613,6513.0,2.782,3.511,0.21
0,14.3641542,0.1117,0.98,2.629,94.33,795.0,14.016,1.033,5925.0,4.364,0.898,-0.32
0,12.4276185,0.1069,1.14,18.56,82.45,768.0,15.79,0.942,5869.0,4.513,1.054,0.07
0,12.427076,0.1045,0.82,17.447,135.77,870.0,11.6,1.193,5841.0,4.278,0.985,-0.02
0,315.502534,1.169,19.71,3.112,24.01,565.0,12.974,7.752,4970.0,2.989,2.137,0.14
1,4.13960513,0.0537,1.24,3.31,789.48,1352.0,14.275,1.181,6535.0,4.373,1.202,-0.1
0,200.79976002,0.6734,48.77,7.6419,2.0,303.0,15.814,0.916,5896.0,4.518,1.008,-0.08
0,1.195515364,0.0231,156.91,6.08509,11494.67,2640.0,13.535,2.264,6047.0,3.789,1.15,-0.42
0,210.971635,0.6922,2.04,3.578,1.75,293.0,15.106,0.897,5838.0,4.529,0.992,-0.08
0,42.02646,0.2379,1.5,2.553,23.47,561.0,14.519,1.016,6158.0,4.431,1.013,-0.2
0,372.04697,1.0477,2.7,14.29,1.28,271.0,14.726,1.041,6173.0,4.447,1.104,-0.04
0,438.81524,1.0225,1.36,6.75,0.39,202.0,13.589,0.755,5324.0,4.551,0.739,-0.4
0,18.622214,0.1542,20.83,4.42,347.32,1101.0,11.347,2.471,6235.0,3.801,1.407,0.02
0,27.8923345,0.1833,2.1,2.204,100.41,807.0,13.373,1.78,5873.0,3.96,1.055,-0.18
0,452.10093,1.135,2.08,12.69,0.99,254.0,15.107,0.956,6276.0,4.456,0.953,-0.52
0,0.7906069,0.0155,17.97,3.3996,1201.17,1503.0,14.469,0.72,4994.0,4.62,0.803,-0.1
0,24.5714867,0.1636,3.04,29.96,39.0,637.0,14.924,0.956,5977.0,4.462,0.967,-0.22
0,0.681137796,0.0141,45.75,2.7287,3995.23,2025.0,12.545,0.864,5872.0,4.474,0.811,-0.58
0,3.722404453,0.0439,144.2,2.5214,323.4,1082.0,15.691,0.799,5747.0,4.542,0.811,-0.52
0,230.385488,0.7802,10.13,3.134,17.57,522.0,13.264,4.331,5024.0,3.241,1.193,-0.24
0,1.714414962,0.0304,116.92,5.17207,4099.19,2042.0,13.309,1.613,6351.0,4.126,1.27,-0.04
0,646.28789332,1.6179,43.47,5.39144,2.03,304.0,13.03,1.777,6582.0,4.069,1.357,-0.12
0,290.438547,0.7939,1.11,12.85,0.72,235.0,13.064,0.775,5392.0,4.557,0.79,-0.3
0,0.766298172,0.0163,15.64,1.78462,5154.54,2163.0,15.581,0.996,6267.0,4.431,0.976,-0.42
0,1.049468616,0.023,0.84,4.848,14709.49,2808.0,12.519,1.667,7479.0,4.162,1.469,-0.22
0,2.362348096,0.0375,89.55,3.5979,4625.06,2104.0,13.99,3.293,5088.0,3.502,1.257,-0.18
0,136.830243,0.6957,17.22,2.956,80.57,764.0,13.762,8.038,5096.0,3.007,2.394,0.07
0,103.284757,0.4601,1.96,1.674,27.31,583.0,12.97,2.101,6185.0,3.878,1.216,-0.2
0,36.1904638,0.221,1.69,1.919,29.08,592.0,14.969,1.033,6210.0,4.45,1.093,-0.1
0,419.75224,1.1258,2.82,4.154,1.03,257.0,15.691,1.016,6137.0,4.457,1.079,-0.08
0,419.95929,1.0432,1.53,13.86,1.18,266.0,14.44,1.068,5953.0,4.314,0.857,-0.46
0,206.309658,0.6882,2.36,1.498,4.01,361.0,12.351,1.267,6028.0,4.241,1.02,-0.12
0,8.46184728,0.0957,4.92,35.525,1233.13,1511.0,12.509,1.913,7663.0,4.087,1.63,-0.12
0,681.01756,1.4775,1.69,8.74,1.33,274.0,12.119,1.435,6295.0,4.091,0.927,-0.66
0,2.19509634,0.0328,1.32,1.796,725.21,1324.0,15.933,0.878,5799.0,4.539,0.975,-0.1
0,73.9239955,0.3075,1.64,1.699,2.64,325.0,15.959,0.658,5040.0,4.652,0.71,-0.46
0,1.8437362,0.0298,25.26,21.04,1655.74,1628.0,14.615,1.114,6032.0,4.358,1.033,-0.04
0,281.36926,0.9334,56.94,66.892,15.57,507.0,16.353,5.303,4818.0,3.125,1.366,0.1
0,262.71162,0.7602,3.69,7.72,1.29,272.0,16.546,0.99,5398.0,4.375,0.847,0.04
0,6.0353643,0.0788,1.88,9.211,2779.94,1852.0,12.291,2.552,7377.0,3.876,1.784,-0.08
0,1.52327807,0.0258,22.88,3.813,33813.44,3461.0,14.161,7.912,4477.0,2.633,0.981,0.22
0,574.37064,1.3812,3.11,11.89,3.53,350.0,12.928,1.905,6749.0,3.905,1.062,-0.92
0,253.87706,0.8119,1.81,11.18,2.95,334.0,12.724,1.086,6553.0,4.41,1.105,-0.36
0,523.36921,1.2629,17.45,1.007,0.78,240.0,15.577,0.913,6397.0,4.508,0.978,-0.62
0,80.292171,0.3711,1.33,1.936,10.49,459.0,13.462,1.049,6188.0,4.42,1.052,-0.12
0,1.049406508,0.0244,27.45,3.0072,137177.82,4913.0,12.387,13.417,4745.0,2.425,1.747,-0.24
0,3.58957045,0.0414,2.49,3.418,131.02,862.0,15.705,0.746,4608.0,4.559,0.734,0.21
0,2.40435325,0.0352,24.16,6.825,806.18,1359.0,10.63,1.0,5780.0,4.438,1.0,0.0
0,37.078668,0.189,0.8,4.403,7.27,419.0,14.617,0.65,5120.0,4.628,0.655,-0.7
0,228.196872,0.7342,1.42,3.525,3.66,353.0,13.061,1.138,6425.0,4.331,1.01,-0.42
0,44.714450094,0.2465,50.54,5.7615,19.09,533.0,14.965,0.941,6185.0,4.49,0.999,-0.34
0,40.8801539,0.1817,0.92,5.472,1.17,265.0,15.943,0.469,3746.0,4.775,0.48,-0.2
0,25.166806,0.1477,2.72,2.111,12.84,483.0,15.743,0.704,5013.0,4.574,0.678,-0.4
0,323.972022,0.9659,2.96,1.25,2.11,307.0,13.683,1.302,6002.0,4.267,1.146,0.14
0,1.752562808,0.0294,124.23,6.1245,3915.22,2018.0,11.388,1.795,5853.0,3.971,1.101,-0.04
0,45.5827119,0.3045,2.42,3.193,198.31,957.0,12.661,2.715,7266.0,3.828,1.807,-0.08
0,1.89140138,0.0296,25.67,9.52,849.6,1377.0,17.159,0.952,5504.0,4.466,0.968,0.24
0,6.70258007,0.0881,403.01,4.632,11398.6,2635.0,13.25,13.652,4799.0,2.475,2.031,-0.18
0,6.2095391,0.0637,30.47,2.752,104479.02,4585.0,11.989,46.169,3861.0,1.06,0.893,-0.22
0,363.17077,1.4756,9.82,28.26,101.64,810.0,13.603,4.842,10134.0,3.579,3.246,0.07
0,615.16033,1.7973,4.48,3.958,8.08,430.0,13.503,2.711,7937.0,3.882,2.043,0.07
0,1.89124738,0.025,1.2,4.697,225.34,989.0,16.341,0.589,4615.0,4.66,0.579,-0.7
0,1.89125883,0.0286,23.6,4.656,95092.9,4480.0,13.982,14.894,4449.0,2.031,0.87,-0.34
0,362.1273,0.8039,1.68,6.719,0.07,132.0,15.84,0.513,3734.0,4.74,0.528,0.0
0,353.36705,1.3625,2.6,3.279,57.03,701.0,9.725,4.35,8892.0,3.592,2.697,0.07
0,4.750256809,0.0683,12.35,1.9278,4504.96,2090.0,11.54,5.753,5161.0,3.192,1.88,-0.16
0,623.005238,1.4554,66.64,23.5615,0.64,229.0,14.023,1.207,5689.0,4.299,1.058,0.32
0,1.878877205,0.0348,109.55,5.8768,9554.79,2523.0,12.725,1.999,7542.0,4.036,1.582,-0.22
0,0.938857507,0.0203,1148.7,3.98767,526061.85,6867.0,10.147,27.676,4217.0,1.656,1.264,-0.18
0,32.245486,0.1936,1.18,13.86,51.39,683.0,9.931,1.208,6197.0,4.242,0.93,-0.48
0,149.237142,0.5331,2.22,2.503,1.89,299.0,15.683,0.812,5492.0,4.576,0.911,-0.08
0,501.51698,1.1825,1.99,3.809,0.59,224.0,14.768,0.906,5796.0,4.466,0.876,-0.3
0,357.77096,0.9427,1.42,12.999,0.9,249.0,14.161,0.981,5523.0,4.395,0.871,-0.02
0,531.33282,1.3225,2.67,3.702,0.77,239.0,15.191,1.022,6163.0,4.457,1.09,-0.08
0,396.048721,1.1619,13.52,16.376,4.43,370.0,12.992,2.882,5327.0,3.643,1.332,-0.18
0,326.370361,1.2932,22.6,4.526,33.84,615.0,10.963,9.343,5188.0,2.929,2.707,0.07
0,148.666527,0.6404,6.81,4.353,23.08,559.0,13.697,3.87,5155.0,3.462,1.585,-0.02
0,163.104677,0.5909,2.58,2.129,3.06,337.0,15.201,1.04,5766.0,4.418,1.032,0.18
0,1.10656965,0.0223,1.09,1.669,3696.18,1988.0,14.582,1.165,6237.0,4.387,1.211,0.16
0,46.270524872,0.2577,35.98,8.93033,25.29,572.0,13.529,1.072,6357.0,4.405,1.061,-0.24
0,13.4256161,0.1189,1.66,11.781,224.45,987.0,13.05,1.332,6686.0,4.283,1.249,-0.16
0,590.44065,1.497,1.62,7.55,1.7,291.0,12.773,1.417,6782.0,4.243,1.291,-0.18
0,2.858879267,0.0573,515.07,2.3753,41379.77,3638.0,12.529,16.274,4893.0,2.501,3.063,0.07
0,241.647602,0.7582,1.88,1.742,1.92,300.0,13.586,0.989,5962.0,4.445,0.994,-0.12
0,420.92920358,1.1317,62.76,17.3985,1.74,293.0,13.858,1.197,6461.0,4.319,1.086,-0.26
0,393.946106,1.1118,18.07,6.012,8.83,440.0,12.768,4.622,4888.0,3.18,1.179,-0.04
0,194.896925,0.6063,8.98,2.504,25.77,575.0,13.562,3.706,5269.0,3.193,0.78,-1.16
0,101.928291,0.4246,1.7,2.171,5.55,391.0,14.353,1.11,5489.0,4.339,0.981,0.36
0,379.63135,0.8544,1.67,16.78,0.19,168.0,15.37,0.527,4847.0,4.755,0.575,-1.36
1,287.377314,0.8748,11.67,18.821,3.56,350.0,15.756,1.793,5548.0,3.964,1.079,0.12
0,367.72767,0.8925,1.96,3.104,0.27,184.0,15.171,0.657,4869.0,4.648,0.703,-0.36
0,4.20601251,0.0464,0.82,6.82,239.82,1004.0,15.454,0.79,5514.0,4.518,0.75,-0.48
0,4.18236124,0.0512,69.37,6.70175,680.56,1303.0,14.74,1.166,6188.0,4.314,1.02,-0.18
0,186.59466,0.6565,2.66,16.57,3.07,338.0,15.899,1.013,6163.0,4.461,1.079,-0.1
0,7.87173698,0.0724,0.54,2.619,130.96,862.0,11.237,0.94,5428.0,4.404,0.816,-0.1
0,7.155547398,0.093,48.93,4.5711,4166.27,2049.0,13.672,8.052,4992.0,2.947,2.096,0.02
0,63.024229,0.3106,1.5,5.77,7.66,424.0,15.705,0.887,5691.0,4.544,1.003,0.07
0,506.771836,1.2029,1.8,10.535,1.35,275.0,12.588,1.283,6035.0,4.177,0.903,-0.44
0,57.1143966,0.2966,1.82,2.182,17.64,523.0,14.245,1.106,6136.0,4.378,1.062,-0.04
0,485.91276,1.221,3.61,2.42,0.66,230.0,15.645,0.937,5957.0,4.506,1.026,-0.08
0,20.5311708,0.1417,1.39,5.67,24.52,568.0,15.673,0.805,5398.0,4.58,0.902,-0.04
0,2.31164074,0.0515,39.73,2.317,65140.27,4074.0,13.041,18.427,4883.0,2.439,3.402,0.21
0,21.92866538,0.1526,65.97,9.7526,220.41,983.0,10.946,3.028,5001.0,3.469,0.985,-0.24
0,545.54618,1.3536,2.01,6.944,1.82,296.0,11.577,1.476,6432.0,4.145,1.107,-0.26
0,1.928420823,0.0319,79.4,3.8253,2960.96,1882.0,15.175,1.326,6615.0,4.257,1.165,-0.32
0,328.84846,0.8538,2.23,5.45,0.54,219.0,15.876,0.724,5382.0,4.603,0.765,-0.44
0,426.34444,1.1269,1.33,14.139,2.29,314.0,12.254,1.394,6395.0,4.17,1.047,-0.38
0,256.846143,0.8917,46743.4,6.289,15.52,506.0,13.93,4.329,5208.0,3.321,1.429,-0.4
0,146.931518,0.5495,2.89,23.78,5.78,395.0,13.986,1.135,6237.0,4.338,1.02,-0.2
0,309.19347,0.8687,3.07,23.51,0.73,236.0,15.68,0.819,5504.0,4.572,0.918,-0.06
0,1.541530919,0.0304,115.49,4.8691,12320.99,2689.0,15.348,1.937,7631.0,4.059,1.564,-0.26
0,122.713036,0.4947,1.79,3.999,5.66,393.0,15.158,1.009,6244.0,4.46,1.069,-0.2
0,290.625016,0.9001,2.86,4.411,4.67,375.0,11.098,2.409,5195.0,3.735,1.151,-0.1
0,2.945414866,0.0391,38.32,2.702,36765.85,3531.0,11.557,12.927,4403.0,2.178,0.917,-0.08
0,232.822285,0.752,48.88,0.99,2.05,305.0,13.122,0.966,6106.0,4.487,1.043,-0.16
0,146.355097,0.3568,0.82,5.034,0.08,135.0,15.913,0.29,3401.0,4.964,0.282,-0.1
0,0.523493764,0.0141,1.82,0.9015,38110.61,3565.0,13.085,2.455,6122.0,3.791,1.357,-0.04
0,514.14221,1.1866,2.98,4.153,0.36,198.0,15.773,0.78,5524.0,4.579,0.842,-0.28
0,26.737139497,0.1757,29.28,4.68919,43.59,655.0,12.688,1.155,5794.0,4.317,1.009,0.1
0,310.61299,0.9211,3.04,2.562,1.43,279.0,15.503,1.001,6063.0,4.47,1.079,-0.02
0,461.1417,1.0992,7.1,3.875,6.7,410.0,11.372,3.698,5071.0,3.222,0.832,-0.62
0,0.987069622,0.0208,2.43,1.0092,5878.09,2232.0,13.114,1.223,6602.0,4.354,1.24,-0.06
0,329.71491,0.8532,1.39,12.11,0.68,232.0,14.576,0.758,5576.0,4.56,0.76,-0.56
0,1.23708565,0.0234,36.31,5.743,5293.07,2174.0,14.462,1.324,6556.0,4.243,1.121,-0.36
0,498.24938,1.551,14.02,8.73,8.95,441.0,12.519,6.334,4949.0,3.136,2.0,0.22
0,1.573020098,0.029,31.6,15.574,4693.57,2113.0,9.616,1.449,6770.0,4.232,1.313,-0.12
0,1.534679933,0.0332,18.39,1.7237,38505.56,3570.0,12.224,8.834,4965.0,2.863,2.079,-0.04
0,71.59889,0.3422,4.49,10.53,40.96,645.0,10.877,1.662,6637.0,4.014,1.04,-0.72
0,2.976012511,0.0417,79.99,6.52033,1119.89,1476.0,11.287,1.08,6572.0,4.408,1.088,-0.42
0,1.606003121,0.0245,360.08,4.88602,30041.73,3359.0,14.194,5.059,5297.0,2.909,0.757,-1.74
0,61.438007,0.4115,14.79,3.861,255.93,1020.0,13.213,8.527,5080.0,2.967,2.458,0.07
0,147.863607,0.5451,2.03,1.948,2.05,305.0,15.109,0.867,5485.0,4.556,0.986,0.21
0,19.545185,0.1423,0.76,1.597,92.09,790.0,12.091,1.16,6273.0,4.311,1.002,-0.3
0,215.044269,0.6781,1.89,3.517,2.07,306.0,14.088,1.02,5651.0,4.374,0.898,-0.06
0,1.174683069,0.022,3.06,2.5167,3076.92,1901.0,14.009,1.143,5974.0,4.332,1.022,-0.02
0,33.2948005,0.2065,1.46,2.997,30.67,600.0,15.252,0.989,6217.0,4.472,1.056,-0.22
0,476.39752,1.2101,1.82,12.13,1.09,261.0,13.71,1.064,6300.0,4.401,1.034,-0.24
0,231.364508,0.6316,2.45,4.747,0.4,202.0,15.267,0.604,4691.0,4.673,0.627,-0.56
0,106.779168,0.4835,1.94,1.905,22.43,555.0,12.598,1.494,7158.0,4.21,1.323,-0.34
0,12.5748872,0.0782,1.03,3.549,3.49,349.0,14.94,0.387,3552.0,4.867,0.406,-0.1
0,484.172005,1.2567,2.38,4.566,0.72,235.0,13.881,1.04,5858.0,4.456,1.126,0.32
0,277.77499,0.7428,2.48,7.07,0.52,216.0,15.058,0.73,4949.0,4.561,0.708,-0.22
0,561.08191,1.3583,1.93,14.94,1.0,255.0,12.602,1.258,6014.0,4.264,1.06,0.0
0,28.615014,0.1953,1.69,24.74,88.66,783.0,14.091,1.987,5562.0,3.925,1.213,0.34
0,3.017155419,0.0398,38.71,13.3898,1155.07,1486.0,13.871,1.302,5893.0,4.175,0.926,-0.26
0,52.6727624,0.2843,1.64,3.039,17.45,521.0,15.101,1.038,6184.0,4.448,1.1,-0.06
0,34.4886903,0.1987,0.71,1.22,17.87,524.0,12.157,0.886,5629.0,4.487,0.878,-0.16
0,2.6228301,0.0379,70.62,7.29719,917.98,1403.0,15.768,0.988,6233.0,4.472,1.054,-0.24
0,222.068928,1.0455,29.97,1.938,88.22,782.0,12.552,12.042,5221.0,2.766,3.083,0.07
0,0.56493398,0.0121,30.51,2.4385,5609.14,2206.0,14.784,0.898,5808.0,4.402,0.743,-0.72
0,159.05846,0.5754,1.54,10.08,4.73,376.0,12.885,1.033,6365.0,4.411,1.002,-0.42
0,350.98474,0.918,1.97,14.49,0.63,228.0,15.458,0.816,5473.0,4.537,0.837,-0.2
0,298.4688,1.1066,11.33,3.748,22.32,554.0,11.454,6.491,5189.0,3.12,2.026,-0.18
0,528.10984,1.2275,0.77,18.01,0.39,201.0,12.143,0.811,5618.0,4.566,0.884,-0.22
0,119.669671,0.4918,2.21,20.67,6.88,413.0,15.493,1.059,6382.0,4.432,1.104,-0.22
0,598.31791,1.2952,1.27,16.07,0.21,173.0,14.415,0.735,5216.0,4.613,0.819,-0.22
0,250.4858,0.7571,2.1,12.72,0.86,246.0,15.433,0.814,5377.0,4.581,0.921,0.07
0,401.38712,1.0929,2.04,32.21,1.98,303.0,12.616,1.498,5858.0,4.12,1.08,0.1
0,49.312677,0.2288,2.84,4.057,3.22,342.0,16.609,0.666,4541.0,4.608,0.657,-0.18
0,288.94276,0.7687,1.05,11.43,1.16,265.0,14.242,0.827,5786.0,4.463,0.724,-0.82
0,273.6857427,0.8697,37.15,8.3881,4.27,367.0,15.233,1.65,6033.0,4.071,1.17,0.1
0,17.745456135,0.1416,116.14,4.0678,353.47,1106.0,12.366,2.216,6337.0,3.826,1.2,-0.42
0,603.3102,1.4588,2.6,8.025,0.92,250.0,13.911,1.125,6446.0,4.391,1.134,-0.18
1,7.20281185,0.0643,3.06,2.8305,93.79,794.0,13.028,0.717,5388.0,4.56,0.681,-0.7
0,36.4772788,0.1939,1.65,2.092,7.89,427.0,15.846,0.755,4910.0,4.545,0.73,-0.08
0,399.49671,1.0824,1.39,5.351,1.59,286.0,12.796,1.177,6224.0,4.321,1.056,-0.1
0,251.958533,0.7799,1.4,4.742,1.69,291.0,12.289,0.985,5870.0,4.449,0.994,-0.04
0,389.169027,1.2871,15.36,3.759,17.15,519.0,13.443,6.918,5075.0,3.031,1.875,-0.18
0,18.78970984,0.1276,44.01,4.13997,75.6,752.0,15.115,0.884,6477.0,4.439,0.784,-1.56
0,0.915782856,0.0195,32.86,2.24,6663.73,2307.0,13.806,1.333,6318.0,4.256,1.168,-0.04
0,0.66882716,0.0231,124.42,1.069,7165673.12,13184.0,11.598,150.091,3711.0,0.652,3.686,0.07
0,43.5428781,0.2607,17.47,3.6768,53.04,688.0,15.223,1.427,6669.0,4.224,1.251,-0.2
0,3.72273683,0.0455,0.52,8.552,350.89,1104.0,13.945,0.819,5898.0,4.567,0.904,-0.4
0,3.7229369,0.0371,0.46,10.57,28.81,591.0,14.541,0.48,3724.0,4.767,0.492,-0.1
0,1.80455062,0.0288,0.65,2.166,1457.85,1577.0,13.73,1.019,6006.0,4.41,0.975,-0.2
0,10.1955065,0.0796,1.02,2.447,45.18,661.0,15.05,0.666,5182.0,4.601,0.646,-0.74
0,3.66115536,0.0478,0.81,14.807,1093.71,1466.0,13.164,1.308,6356.0,4.241,1.085,-0.18
1,267.282521,0.7279,1.43,7.788,0.44,207.0,13.725,0.662,4926.0,4.653,0.727,-0.36
1,16.9348104,0.115,1.31,3.408,15.77,508.0,15.549,0.706,4650.0,4.589,0.704,-0.04
0,1.540399732,0.0236,0.58,1.63,700.19,1312.0,13.328,0.784,5160.0,4.518,0.738,-0.22
0,1.540389045,0.0379,32.54,1.8325,86889.72,4379.0,13.561,15.155,4964.0,2.562,3.055,0.07
0,1.540393027,0.0244,2.17,1.75,1200.85,1502.0,14.844,0.946,5466.0,4.396,0.813,-0.14
0,0.888045184,0.0197,2.04,2.1961,15984.12,2870.0,12.807,2.087,6316.0,3.908,1.285,-0.1
0,43.9311596,0.293,58.37,12.9395,156.74,902.0,12.776,5.132,4888.0,3.257,1.734,0.34
0,494.62409,1.0274,1.04,8.36,0.11,145.0,14.205,0.604,4302.0,4.647,0.589,-0.34
0,78.60436061,0.3527,34.8,4.65559,8.68,438.0,14.08,0.985,5938.0,4.427,0.947,-0.22
0,294.202469,0.9426,2.61,2.36,6.09,401.0,11.733,1.635,6897.0,4.121,1.291,-0.36
0,588.10504,1.362,1.77,15.474,0.67,231.0,14.514,0.965,6214.0,4.457,0.972,-0.4
0,116.170346,0.4384,1.68,2.656,2.49,320.0,15.232,0.762,5510.0,4.594,0.833,-0.32
0,452.30053,1.093,2.29,5.918,0.37,199.0,15.494,0.766,5396.0,4.599,0.859,-0.2
0,39.5931053,0.2316,1.22,2.306,21.06,546.0,13.804,0.972,6046.0,4.486,1.053,-0.08
0,1.55935718,0.0272,1.39,2.892,7676.02,2389.0,13.357,1.9,6475.0,3.921,1.097,-0.58
0,100.629443,0.4248,1.75,1.708,6.84,412.0,15.08,0.921,6351.0,4.513,1.008,-0.5
0,273.169948,0.8449,2.8,2.701,4.08,362.0,13.831,1.65,5880.0,4.035,1.077,-0.02
1,14.5123622,0.1087,2.08,4.163,38.6,636.0,15.77,0.87,5094.0,4.469,0.813,0.16
0,1.434200327,0.024,44.76,5.968,7985.65,2410.0,7.899,1.501,6911.0,4.038,0.897,-1.54
0,8.653098686,0.0796,77.15,3.9071,725.95,1324.0,7.899,1.501,6911.0,4.038,0.897,-1.54
0,2.302365255,0.0344,63.06,23.88,1429.81,1568.0,10.691,1.229,5948.0,4.269,1.025,-0.02
0,0.575445783,0.0149,1.3,0.8463,34528.16,3478.0,13.022,2.396,6215.0,3.802,1.327,-0.14
0,214.715417,0.7895,71.79,34.146,31.0,602.0,12.391,5.826,5022.0,3.06,1.421,-0.3
0,23.0295222,0.155,20.81,7.96,40.87,645.0,14.802,0.959,5877.0,4.445,0.936,-0.2
0,359.04147,0.873,27.1,14.04,0.25,181.0,14.96,0.696,4596.0,4.59,0.688,-0.06
0,0.52363021,0.0113,52.26,3.45121,3324.98,1940.0,13.901,0.745,5407.0,4.535,0.694,-0.62
0,0.523632451,0.0166,1.08,1.99,188657.97,5313.0,10.061,3.518,8277.0,3.693,2.225,0.07
0,492.25299,1.2046,1.8,5.077,0.59,224.0,13.465,0.936,5755.0,4.478,0.961,-0.04
0,293.5056071,0.8311,48.59,3.4075,1.16,265.0,15.184,1.006,5455.0,4.381,0.887,0.1
0,25.95247,0.1974,1.56,12.945,189.06,946.0,13.357,1.679,7351.0,4.17,1.517,-0.06
0,4.34573349,0.051,0.86,2.246,415.52,1151.0,13.864,0.976,5967.0,4.43,0.936,-0.28
0,288.285213,0.8564,2.2,5.343,2.25,312.0,12.369,1.127,6171.0,4.337,1.004,-0.2
0,491.08027,1.1779,1.86,7.42,0.79,241.0,14.427,0.997,5931.0,4.396,0.904,-0.32
0,3.350209754,0.0472,1447.13,4.43333,1777.46,1656.0,11.494,1.501,6657.0,4.181,1.255,-0.24
0,628.592314,1.4891,6.99,3.603,2.57,323.0,12.275,3.117,5058.0,3.497,1.114,-0.2
0,471.37787,1.213,1.31,16.91,1.2,267.0,11.985,1.305,5831.0,4.236,1.071,0.18
0,425.22927,0.8802,1.4,6.76,0.06,125.0,15.973,0.492,3803.0,4.755,0.502,-0.2
0,5.24331899,0.0551,0.83,11.137,138.45,875.0,15.196,0.735,5430.0,4.613,0.823,-0.36
1,47.0320478,0.2447,1.98,5.892,13.83,492.0,14.904,1.055,5370.0,4.337,0.881,0.18
0,10.31453308,0.0835,29.6,3.6641,144.83,885.0,15.295,0.837,6335.0,4.455,0.728,-1.92
0,15.52861675,0.121,1.96,2.131,51.98,685.0,15.598,0.882,5750.0,4.538,0.98,-0.04
0,53.501860974,0.2569,55.23,5.25334,6.63,409.0,15.929,0.748,5436.0,4.587,0.79,-0.38
0,10.692230094,0.095,65.42,5.46939,115.48,836.0,15.507,0.941,6022.0,4.49,0.997,-0.2
0,1.60375114,0.0258,0.82,1.498,1918.63,1688.0,13.261,1.116,5818.0,4.292,0.891,-0.24
0,15.7397651,0.1096,1.18,3.297,19.54,536.0,15.281,0.723,4733.0,4.569,0.706,-0.06
0,73.3377984,0.3767,73.06,9.029,30.85,601.0,13.559,1.321,7276.0,4.318,1.342,-0.24
0,282.159571,0.9306,3.09,5.069,9.13,443.0,10.826,2.108,6677.0,3.92,1.351,-0.22
0,6.58729511,0.0651,58.09,8.3582,416.15,1152.0,14.035,1.406,5619.0,4.07,0.848,-0.32
0,459.23193,1.1341,2.64,17.722,1.17,265.0,13.469,1.116,6067.0,4.307,0.922,-0.38
0,25.9493253,0.143,1.04,12.17,6.62,409.0,15.742,0.526,4835.0,4.758,0.578,-1.32
0,212.76701,0.7188,1.08,12.8,3.71,354.0,12.045,1.245,6098.0,4.286,1.09,0.04
0,386.62189,1.041,1.44,17.72,1.21,267.0,13.262,1.033,6085.0,4.412,1.006,-0.18
0,84.644104,0.525,34.61,48.182,584.49,1254.0,15.359,15.517,5229.0,2.486,2.688,-0.5
