status,orbital_period,semi_major_axis,planet_radius,transit_duration,insolation_flux,equilibrium_temperature,kepler_magnitude,stellar_radius,stellar_effective_temperature,stellar_surface_gravity,stellar_mass,stellar_metallicity
1,1.907810683,0.0295,0.91,1.8707,609.28,1268.0,12.852,0.824,5435.0,4.578,0.937,0.07
0,48.118812545,0.2549,45.18,5.27958,13.6,490.0,14.474,0.872,6003.0,4.536,0.952,-0.34
1,2.514628496,0.0354,1.27,1.6239,517.89,1217.0,14.325,0.84,5662.0,4.56,0.937,-0.12
1,8.025118521,0.0804,7.79,5.3694,336.73,1093.0,14.153,1.369,6002.0,4.196,1.073,0.0
1,5.79529495,0.0519,1.05,2.272,19.23,534.0,15.773,0.539,3757.0,4.718,0.552,0.18
1,73.7578875,0.3259,4.28,2.69,4.66,375.0,15.213,0.93,5029.0,4.429,0.847,0.48
1,8.30537702,0.0766,1.69,3.751,101.43,809.0,14.779,0.873,5435.0,4.495,0.87,-0.02
1,13.22714056,0.1027,2.22,3.2861,39.1,638.0,14.443,0.8,5180.0,4.548,0.825,0.0
1,51.8098276,0.2571,2.6,6.343,6.71,410.0,14.122,0.826,5191.0,4.53,0.844,0.08
1,4.38536428,0.0496,1.15,2.5126,180.22,935.0,14.122,0.826,5191.0,4.53,0.844,0.08
1,34.205785079,0.1949,1.1,5.1691,11.67,471.0,14.122,0.826,5191.0,4.53,0.844,0.08
1,13.97945055,0.1074,1.97,1.2325,38.44,635.0,14.122,0.826,5191.0,4.53,0.844,0.08
1,3.554856338,0.0444,1.29,2.1004,425.04,1157.0,14.053,0.831,6068.0,4.565,0.931,-0.5
1,5.28790754,0.0671,7.1,8.5274,1802.31,1661.0,13.427,3.818,4994.0,3.433,1.441,0.08
1,8.45746636,0.0661,1.87,2.2906,20.08,540.0,15.862,0.524,4347.0,4.73,0.537,-0.84
1,17.28116957,0.1064,2.04,2.829,7.75,425.0,15.862,0.524,4347.0,4.73,0.537,-0.84
1,32.1340014,0.161,1.84,2.691,3.39,346.0,15.862,0.524,4347.0,4.73,0.537,-0.84
1,59.7711433,0.3096,3.17,4.843,17.53,522.0,13.952,1.122,6214.0,4.382,1.101,-0.02
1,4.417692516,0.047,1.57,2.323,92.16,790.0,14.31,0.664,4766.0,4.645,0.723,-0.24
1,10.08744556,0.0956,3.15,2.9884,186.14,942.0,15.079,1.095,6310.0,4.417,1.143,-0.06
1,16.34355902,0.1264,3.26,5.474,67.34,730.0,15.017,1.056,5730.0,4.394,1.008,0.16
1,21.96401646,0.1503,2.57,2.7509,40.41,643.0,15.378,0.958,5774.0,4.447,0.937,-0.1
1,125.602323,0.4806,2.89,7.105,3.95,360.0,15.378,0.958,5774.0,4.447,0.937,-0.1
1,12.51353325,0.1007,1.88,4.301,58.69,706.0,14.779,0.873,5435.0,4.495,0.87,-0.02
1,17.9134215,0.1279,1.39,4.364,36.38,626.0,14.779,0.873,5435.0,4.495,0.87,-0.02
1,25.2149143,0.1607,1.19,5.76,23.05,559.0,14.779,0.873,5435.0,4.495,0.87,-0.02
1,5.42586901,0.0601,1.48,2.5342,211.66,973.0,14.305,0.934,5594.0,4.489,0.981,0.16
1,19.58561177,0.1379,3.09,1.755,46.51,666.0,14.18,0.996,5618.0,4.401,0.911,0.0
1,4.544436472,0.0522,3.0,1.8141,253.48,1017.0,15.009,0.937,5445.0,4.458,0.919,0.16
1,12.76220558,0.104,3.18,2.0688,63.86,721.0,15.009,0.937,5445.0,4.458,0.919,0.16
1,38.7149617,0.2179,2.62,3.441,14.55,498.0,15.009,0.937,5445.0,4.458,0.919,0.16
0,8.78458274,0.0876,2.6,6.459,411.55,1149.0,14.879,1.691,5927.0,4.046,1.161,0.14
1,3.69298623,0.0389,1.74,1.7744,72.66,745.0,14.265,0.572,4402.0,4.682,0.575,-0.58
1,5.334082429,0.0665,13.08,6.2226,1180.64,1495.0,14.463,1.905,6332.0,4.016,1.373,0.04
1,6.4980147,0.0669,1.87,2.4384,262.18,1026.0,13.25,1.104,5727.0,4.328,0.946,0.0
1,19.76169247,0.1464,2.81,3.9097,92.38,791.0,14.563,1.175,6327.0,4.327,1.064,-0.14
1,5.18498961,0.048,1.15,2.1397,42.62,652.0,14.744,0.56,4325.0,4.68,0.547,-0.64
1,85.6542476,0.3986,3.56,6.866,17.51,522.0,13.34,1.647,5818.0,4.065,1.149,0.24
1,19.32945602,0.1338,2.26,3.794,18.57,529.0,15.719,0.763,5026.0,4.604,0.875,0.21
1,3.290114076,0.0361,1.49,1.5151,97.96,802.0,15.753,0.594,4484.0,4.654,0.58,-0.56
0,2.086075752,0.0304,10.3,2.2647,2747.42,1845.0,12.963,1.417,6131.0,4.071,0.862,-0.74
1,3.311864148,0.0437,9.06,1.4049,365.94,1116.0,14.256,0.937,5461.0,4.499,1.012,0.44
1,2.422084188,0.0344,3.55,2.5613,511.66,1213.0,14.236,0.83,5598.0,4.565,0.928,-0.1
1,78.5461106,0.3659,3.55,8.689,14.85,501.0,14.087,1.397,5808.0,4.172,1.058,0.14
1,16.92342126,0.1309,3.4,4.1864,57.37,702.0,15.818,0.99,5786.0,4.465,1.044,0.16
1,5.47665801,0.0542,2.01,2.5482,71.0,741.0,15.549,0.706,4650.0,4.589,0.704,-0.04
1,4.580346161,0.0506,1.38,2.097,147.56,889.0,13.693,0.789,5103.0,4.558,0.82,0.04
1,2.248288213,0.0315,1.25,2.0361,380.75,1127.0,13.693,0.789,5103.0,4.558,0.82,0.04
1,6.76690759,0.0656,1.31,1.7062,87.79,781.0,13.693,0.789,5103.0,4.558,0.82,0.04
1,34.1732156,0.2027,2.37,4.7679,11.09,465.0,13.733,0.834,5201.0,4.573,0.948,0.36
1,16.7364755,0.1107,2.73,2.151,10.99,464.0,14.786,0.653,4334.0,4.618,0.646,-0.06
0,137.8645881,0.4036,15.9,1.922,0.2,170.0,14.645,0.449,3645.0,4.797,0.46,-0.08
1,12.43929428,0.0951,1.3,3.176,36.57,627.0,13.395,0.773,4987.0,4.531,0.742,-0.08
1,7.62635494,0.0696,1.21,2.4168,57.89,703.0,14.017,0.721,4955.0,4.61,0.774,-0.1
1,11.35010642,0.0796,1.75,2.2792,6.25,403.0,15.278,0.514,3597.0,4.734,0.522,0.4
1,109.4450597,0.4276,3.04,3.792,3.14,340.0,14.937,0.868,5403.0,4.5,0.868,0.0
1,7.56052209,0.0761,2.4,3.8573,164.9,914.0,15.986,0.94,5895.0,4.503,1.026,-0.02
1,12.12401737,0.0965,2.37,3.3091,48.98,675.0,15.09,0.87,5094.0,4.469,0.813,0.16
1,9.38740646,0.077,1.69,1.6165,25.83,575.0,14.028,0.646,4500.0,4.656,0.71,-0.02
1,7.41556471,0.0658,0.79,1.973,35.37,622.0,14.028,0.646,4500.0,4.656,0.71,-0.02
1,24.2101973,0.1459,1.5,4.046,9.8,451.0,15.549,0.706,4650.0,4.589,0.704,-0.04
1,23.8990075,0.1685,3.26,15.955,108.3,823.0,13.153,1.93,5511.0,3.914,1.115,0.1
1,6.22161107,0.0693,1.59,3.4117,348.15,1101.0,13.977,1.097,6277.0,4.417,1.148,-0.02
1,6.17998508,0.0615,2.12,2.1094,104.06,814.0,15.801,0.791,5149.0,4.551,0.811,-0.02
1,1.569066598,0.0269,1.68,2.7803,2763.39,1849.0,13.93,1.395,5821.0,4.172,1.054,0.12
1,9.59068586,0.0827,3.93,3.452,329.34,1087.0,13.237,1.673,5476.0,3.904,0.819,-0.56
1,7.03932913,0.0734,4.67,3.514,298.33,1060.0,14.915,1.24,5846.0,4.278,1.064,0.14
1,49.6075771,0.2508,2.12,2.9575,6.17,402.0,13.218,0.774,5187.0,4.592,0.858,0.0
1,16.84183355,0.1261,3.08,2.6194,56.43,699.0,14.306,1.009,5602.0,4.404,0.941,0.1
1,7.340714946,0.0801,14.31,2.9987,421.03,1155.0,14.412,1.498,6056.0,4.191,1.268,0.36
1,12.55111099,0.0896,1.34,3.1293,12.56,480.0,14.731,0.598,4213.0,4.669,0.609,-0.2
1,3.003879547,0.0439,10.96,3.2848,1011.87,1438.0,14.996,1.172,6311.0,4.398,1.253,0.21
1,24.0884178,0.1384,1.16,3.952,5.26,386.0,14.731,0.598,4213.0,4.669,0.609,-0.2
1,12.75800092,0.1054,1.49,4.1828,107.96,822.0,12.776,1.095,5782.0,4.34,0.957,-0.02
1,5.47033376,0.0599,1.15,3.1441,334.27,1090.0,12.776,1.095,5782.0,4.34,0.957,-0.02
1,6.51112385,0.0698,3.09,1.6919,243.67,1008.0,15.214,1.001,6032.0,4.465,1.065,-0.02
1,23.85163321,0.1658,3.37,2.4453,43.19,654.0,15.214,1.001,6032.0,4.465,1.065,-0.02
1,2.714078374,0.0386,1.38,1.3115,675.86,1301.0,12.987,0.992,5815.0,4.461,1.038,0.12
1,122.8799543,0.4629,2.7,7.835,2.66,326.0,13.8,0.861,5413.0,4.51,0.875,0.0
1,4.88753111,0.0574,2.45,2.034,239.11,1003.0,15.768,0.957,5568.0,4.499,1.053,0.44
1,6.14728341,0.0611,0.79,2.7645,83.18,770.0,12.906,0.746,4997.0,4.598,0.806,0.0
1,2.800111267,0.0343,2.13,1.0237,197.81,956.0,15.229,0.704,4786.0,4.579,0.686,-0.2
1,34.3511339,0.2101,2.75,4.4408,26.1,576.0,14.998,0.967,6091.0,4.487,1.045,-0.14
1,3.413036353,0.0427,6.62,2.61366,490.24,1200.0,14.622,1.087,5392.0,4.314,0.888,0.18
1,3.00725068,0.0388,1.56,4.4302,373.99,1122.0,15.62,0.781,5667.0,4.587,0.873,-0.36
1,4.194496867,0.0419,1.57,1.7807,26.2,577.0,14.404,0.522,3706.0,4.747,0.555,0.26
1,1.970340203,0.0303,3.97,1.7901,1540.07,1599.0,14.438,1.667,4883.0,3.972,0.951,0.56
1,5.05821338,0.0567,10.69,1.132,439.8,1168.0,14.438,1.667,4883.0,3.972,0.951,0.56
1,26.85323647,0.162,2.65,4.4557,20.77,544.0,14.812,0.869,5329.0,4.455,0.786,-0.14
1,25.0985083,0.1654,1.59,2.7727,43.84,656.0,12.776,1.095,5782.0,4.34,0.957,-0.02
1,34.2685741,0.193,2.44,4.8251,12.2,477.0,14.685,0.872,5083.0,4.468,0.815,0.18
1,5.75321539,0.0633,3.14,1.7948,169.44,920.0,15.196,0.929,5445.0,4.51,1.017,0.48
1,5.50860699,0.0585,1.49,3.0788,179.62,934.0,13.317,0.883,5448.0,4.489,0.877,0.0
1,18.93055119,0.137,4.41,3.372,81.42,766.0,14.417,1.643,5015.0,3.987,0.955,0.36
0,42.94386258,0.2238,41.62,3.7591,17.26,520.0,14.708,0.94,5750.0,4.4,0.808,-0.42
1,22.06402,0.1624,2.67,4.1,60.81,712.0,13.698,1.09,6232.0,4.432,1.174,0.07
1,5.756245244,0.0582,2.24,1.071,84.16,773.0,13.708,0.734,4931.0,4.605,0.794,0.0
1,148.4601819,0.5238,3.61,5.499,1.56,285.0,14.839,0.821,5159.0,4.548,0.868,0.16
1,0.934885365,0.0184,3.21,1.4083,4435.29,2080.0,14.145,1.795,4777.0,3.909,0.953,0.56
1,25.7626846,0.1709,2.66,6.908,37.99,633.0,15.087,1.069,5739.0,4.381,1.002,0.14
1,11.0317836,0.0971,1.45,4.753,117.67,840.0,15.087,1.069,5739.0,4.381,1.002,0.14
1,4.12511935,0.049,0.88,2.877,252.18,1016.0,14.236,0.83,5598.0,4.565,0.928,-0.1
1,13.12162167,0.1123,1.99,3.6138,164.48,913.0,12.992,1.277,6140.0,4.265,1.094,0.0
1,49.6220669,0.2726,3.33,7.222,20.99,546.0,13.429,1.184,5938.0,4.331,1.097,0.16
1,8.08801663,0.0753,2.94,1.8334,92.93,792.0,14.624,0.874,5269.0,4.494,0.87,0.14
1,11.55103848,0.1005,2.17,3.3601,120.76,845.0,14.138,1.058,5907.0,4.395,1.014,0.0
1,4.469754641,0.0535,2.26,1.813,350.69,1103.0,14.769,0.934,5988.0,4.507,1.021,-0.12
1,15.77382794,0.1291,2.72,4.957,196.14,955.0,13.205,1.531,6283.0,4.129,1.15,-0.06
1,6.56226483,0.0732,3.07,4.0144,654.67,1290.0,13.996,1.812,5878.0,4.005,1.212,0.24
1,20.67876365,0.1518,2.42,4.6395,74.36,749.0,13.598,1.272,5865.0,4.266,1.088,0.16
1,50.79034648,0.2776,10.6,10.8474,33.12,612.0,14.274,1.406,6163.0,4.185,1.102,-0.06
1,9.59993246,0.091,2.08,4.3206,206.91,967.0,13.598,1.272,5865.0,4.266,1.088,0.16
1,2.0248205,0.0322,1.01,2.55,1652.5,1625.0,13.598,1.272,5865.0,4.266,1.088,0.16
1,201.118319,0.6559,2.28,10.328,1.92,300.0,13.328,0.954,5646.0,4.447,0.929,0.0
1,24.7577652,0.1688,2.44,6.998,40.74,644.0,14.49,0.966,6106.0,4.487,1.043,-0.16
1,12.7983174,0.1072,2.88,6.401,160.33,908.0,14.513,1.451,5592.0,4.115,1.0,0.16
1,10.13200555,0.0756,1.67,3.1683,25.66,574.0,15.629,0.561,4777.0,4.689,0.561,-1.08
1,38.505224,0.2159,2.45,5.941,18.98,532.0,14.777,0.881,5974.0,4.504,0.904,-0.42
1,4.6126736,0.0559,1.6,3.0643,663.8,1294.0,12.992,1.277,6140.0,4.265,1.094,0.0
1,8.67890312,0.0805,2.56,3.5317,158.43,905.0,14.523,1.116,5509.0,4.308,0.924,0.16
1,39.3135699,0.227,2.07,5.0137,20.04,540.0,14.476,0.925,6060.0,4.509,1.008,-0.22
1,5.94565516,0.0536,1.12,2.1604,24.71,568.0,15.026,0.564,3974.0,4.7,0.581,-0.06
1,1.52373073,0.0208,1.26,1.4796,105.95,818.0,15.313,0.51,3746.0,4.736,0.516,0.0
1,4.225384543,0.0516,9.0,2.82038,360.46,1111.0,14.014,1.054,5574.0,4.403,1.025,0.42
1,60.0853848,0.3148,2.4,7.007,13.07,485.0,13.43,1.047,6028.0,4.459,1.149,0.21
1,43.0343364,0.2327,2.5,6.571,13.01,484.0,13.534,0.911,5550.0,4.476,0.906,0.0
1,88.6440015,0.3815,2.51,7.82,5.51,391.0,13.748,0.934,5661.0,4.471,0.941,0.0
1,35.01190875,0.2124,2.97,2.868,31.35,603.0,13.624,1.153,5872.0,4.332,1.041,0.1
1,16.57099265,0.121,2.03,2.9052,33.53,614.0,14.64,0.779,5483.0,4.589,0.865,-0.22
1,16.00496657,0.1396,3.71,6.5047,276.53,1040.0,12.818,1.904,6384.0,4.029,1.412,0.12
1,1.954525966,0.0307,2.38,2.0944,1331.18,1540.0,15.356,1.136,5741.0,4.331,1.01,0.16
1,7.23400381,0.0702,1.78,2.165,112.48,831.0,14.139,0.85,5411.0,4.523,0.879,0.0
1,6.77408984,0.0741,2.5,2.6215,295.82,1058.0,15.368,1.092,6246.0,4.433,1.18,0.07
1,20.172024672,0.1353,6.24,3.1488,24.0,564.0,14.711,0.864,5064.0,4.474,0.811,0.18
1,26.41044199,0.1616,2.45,3.0715,16.27,512.0,15.593,0.734,5448.0,4.613,0.815,-0.38
1,8.27745764,0.077,2.46,2.713,331.35,1088.0,13.115,1.781,5129.0,3.884,0.887,-0.16
1,14.37504582,0.1167,2.05,3.208,90.16,786.0,13.286,1.053,5931.0,4.403,1.023,0.0
1,147.97391,0.5302,3.33,6.854,2.78,329.0,14.904,0.95,5578.0,4.44,0.905,0.0
1,13.24503482,0.1092,1.77,4.4078,146.31,887.0,12.584,1.39,5636.0,4.147,0.988,0.12
1,77.2550726,0.3781,3.7,10.214,21.37,548.0,13.754,1.356,6564.0,4.255,1.212,-0.16
1,3.85690686,0.0466,0.93,2.0808,210.44,972.0,13.746,0.813,5272.0,4.574,0.902,0.12
1,116.3311739,0.4451,3.26,7.025,2.59,323.0,14.767,0.835,5354.0,4.533,0.868,0.0
1,6.31943553,0.0658,2.71,3.3422,223.15,986.0,14.028,1.022,5670.0,4.397,0.949,0.06
1,12.20951755,0.1021,2.61,4.1808,92.68,791.0,14.028,1.022,5670.0,4.397,0.949,0.06
1,3.07644709,0.0407,1.61,2.6326,583.25,1253.0,14.028,1.022,5670.0,4.397,0.949,0.06
0,2.11913005,0.0356,1.35,4.141,4512.1,2090.0,7.837,2.377,5799.0,3.813,1.339,0.16
1,68.958447,0.3183,1.11,3.128,6.17,402.0,9.439,0.888,5455.0,4.497,0.902,0.06
1,18.79591276,0.1431,7.39,7.5235,124.64,852.0,14.274,1.406,6163.0,4.185,1.102,-0.06
1,63.0380366,0.3076,2.59,7.3702,11.1,465.0,13.605,1.019,5798.0,4.411,0.976,0.0
1,9.69315023,0.0894,1.89,5.6725,253.08,1017.0,12.727,1.472,5683.0,4.108,1.014,0.1
0,8.48031229,0.0809,2.58,7.105,193.86,952.0,14.613,1.078,5910.0,4.364,0.982,-0.08
1,56.1886436,0.2939,2.56,6.5272,15.13,503.0,13.351,1.176,5700.0,4.327,1.071,0.34
1,6.92101452,0.059,1.48,4.3591,34.85,619.0,14.832,0.585,4461.0,4.661,0.571,-0.6
1,3.27344784,0.0349,0.81,1.7292,36.05,625.0,14.22,0.496,3758.0,4.769,0.528,0.0
1,15.3789014,0.1313,2.94,4.662,275.53,1039.0,13.127,2.153,5817.0,3.877,1.276,0.18
1,134.4785189,0.5135,10.52,5.9288,6.81,412.0,13.929,1.336,5791.0,4.185,0.996,0.02
0,24.68662378,0.1633,48.04,15.168,412.55,1149.0,14.633,5.132,4648.0,2.996,0.95,0.14
1,98.7179332,0.3982,6.99,6.593,3.97,360.0,15.7,0.786,5808.0,4.583,0.871,-0.46
1,71.52543938,0.3091,5.76,5.9189,3.15,340.0,14.521,0.778,4855.0,4.542,0.769,0.12
1,1.72086129,0.0287,13.25,2.0243,1743.61,1647.0,14.309,1.215,5742.0,4.297,1.068,0.26
1,56.4349933,0.276,2.37,4.7381,11.04,465.0,13.668,1.001,5534.0,4.381,0.88,0.0
1,33.7888028,0.2127,2.71,5.496,33.01,611.0,13.631,1.062,6202.0,4.436,1.122,-0.02
1,3.215109385,0.0418,1.54,4.365,421.21,1155.0,13.405,0.934,5541.0,4.472,0.942,0.12
1,3.29276797,0.0435,1.39,4.8069,1068.95,1458.0,12.727,1.472,5683.0,4.108,1.014,0.1
1,13.72710334,0.1154,2.38,7.3419,241.58,1005.0,12.119,1.693,5951.0,4.017,1.086,-0.08
1,24.3110031,0.169,2.3,8.7682,112.64,831.0,12.119,1.693,5951.0,4.017,1.086,-0.08
1,44.4304059,0.2526,2.61,10.306,50.42,680.0,12.119,1.693,5951.0,4.017,1.086,-0.08
1,9.34145925,0.0893,1.56,6.18,403.44,1143.0,12.119,1.693,5951.0,4.017,1.086,-0.08
1,4.97760447,0.0545,1.75,2.5719,258.91,1023.0,14.531,1.023,5353.0,4.358,0.87,0.16
1,21.1285655,0.1622,2.88,3.852,180.55,935.0,13.127,2.153,5817.0,3.877,1.276,0.18
0,24.4851178,0.1857,7.14,4.642,456.64,1179.0,10.8,2.995,6655.0,3.638,1.42,-0.58
1,7.51854537,0.0701,1.42,2.845,89.41,784.0,14.711,0.864,5064.0,4.474,0.811,0.18
1,25.96190067,0.1891,3.25,6.2732,123.11,850.0,13.2,1.729,6369.0,4.088,1.337,0.06
1,130.3543929,0.5183,7.7,6.474,4.36,369.0,15.254,1.015,5970.0,4.463,1.089,0.1
1,1.855557556,0.0286,10.05,2.35672,1004.89,1436.0,14.465,0.947,5657.0,4.441,0.903,-0.08
0,3.364425589,0.0417,56.83,1.3261,352.97,1106.0,15.337,0.775,5813.0,4.589,0.855,-0.52
1,16.78175788,0.118,2.25,3.7386,20.82,545.0,12.971,0.742,4925.0,4.588,0.778,0.0
1,105.3035093,0.4238,3.18,6.214,3.58,351.0,14.986,0.875,5534.0,4.515,0.914,0.0
1,2.549562652,0.0293,1.11,1.6999,50.9,682.0,15.018,0.506,3716.0,4.74,0.513,0.04
1,13.96950181,0.0909,2.04,1.5871,5.29,387.0,15.018,0.506,3716.0,4.74,0.513,0.04
1,5.21230171,0.0471,1.04,2.098,19.7,537.0,15.018,0.506,3716.0,4.74,0.513,0.04
1,17.76076524,0.1085,1.93,1.6679,4.34,368.0,15.22,0.516,3826.0,4.744,0.54,-0.06
1,10.55840479,0.09,1.41,3.366,94.94,796.0,14.531,1.023,5353.0,4.358,0.87,0.16
1,6.98800953,0.0683,1.39,3.103,164.86,914.0,14.531,1.023,5353.0,4.358,0.87,0.16
1,22.8245144,0.177,3.36,6.617,189.46,946.0,12.345,1.846,6642.0,4.057,1.421,-0.02
1,49.1011093,0.253,3.28,6.341,14.57,498.0,15.041,1.11,5393.0,4.299,0.895,0.2
1,7.05675145,0.0778,1.68,2.0261,483.95,1196.0,12.556,1.402,6388.0,4.244,1.259,0.1
1,34.8536903,0.2046,2.4,5.333,17.62,522.0,14.876,0.848,5818.0,4.554,0.937,-0.22
1,2.41434868,0.0315,0.97,1.2701,195.08,953.0,13.156,0.724,4507.0,4.573,0.715,0.18
0,2.466070972,0.0353,24.3,1.9559,595.8,1260.0,15.601,0.884,5708.0,4.529,0.963,-0.04
1,4.30656389,0.054,1.95,4.1107,453.2,1177.0,14.136,1.03,6108.0,4.466,1.132,0.07
0,12.964717746,0.1115,39.93,1.8303,114.24,834.0,14.384,1.033,6210.0,4.45,1.093,-0.1
0,1.731079436,0.0286,56.05,1.8419,1332.5,1541.0,15.505,0.955,6045.0,4.494,1.038,-0.12
1,7.794302043,0.0742,16.51,1.1081,142.82,882.0,12.394,0.982,5494.0,4.405,0.893,0.07
1,14.5324483,0.1083,3.11,3.13,46.06,664.0,14.625,0.86,5345.0,4.473,0.802,-0.12
1,5.248667607,0.0596,2.84,1.917,293.42,1056.0,13.345,1.012,5807.0,4.437,1.021,0.1
1,7.96431492,0.0734,2.44,1.5342,99.42,805.0,14.425,0.91,5185.0,4.44,0.831,0.16
1,92.7297248,0.3608,2.81,6.83,1.38,276.0,14.897,0.675,4580.0,4.641,0.748,0.08
1,1.485710994,0.0257,14.48,2.2874,1404.81,1562.0,14.141,1.018,5624.0,4.432,1.021,0.3
1,71.3116598,0.354,4.94,8.813,12.01,475.0,15.674,1.069,6194.0,4.445,1.161,0.07
0,15.44428875,0.1255,37.58,2.0791,67.39,731.0,15.838,0.991,5895.0,4.489,1.105,0.21
1,1.411230023,0.0221,1.71,1.4325,436.04,1164.0,13.59,0.737,4575.0,4.564,0.726,0.18
1,96.9151707,0.3878,2.37,6.065,2.64,325.0,14.031,0.791,5162.0,4.559,0.826,0.0
1,13.47472742,0.1034,1.96,2.5995,38.21,634.0,15.164,0.734,5395.0,4.615,0.821,-0.34
1,2.29503515,0.0331,1.18,1.654,681.51,1304.0,13.09,0.909,5637.0,4.482,0.914,-0.06
1,27.495634,0.1629,2.11,4.858,28.66,590.0,14.55,0.911,5657.0,4.401,0.762,-0.48
1,14.08826442,0.1138,2.66,4.1847,64.97,724.0,15.624,0.895,5853.0,4.529,0.99,-0.1
1,3.905081685,0.0485,12.78,2.8213,282.59,1046.0,15.127,0.887,5543.0,4.54,0.997,0.21
1,110.9643706,0.3679,2.11,12.831,0.77,239.0,15.498,0.546,4441.0,4.695,0.538,-0.86
1,6.94135824,0.0682,2.96,1.8899,139.05,876.0,13.828,0.88,5527.0,4.491,0.875,-0.08
1,17.276296682,0.1209,7.31,3.94738,19.88,538.0,14.018,0.738,4941.0,4.599,0.79,0.0
1,31.7821117,0.1879,2.08,3.856,18.32,528.0,13.828,0.88,5527.0,4.491,0.875,-0.08
1,4.36273233,0.05,1.76,2.2375,258.7,1023.0,13.828,0.88,5527.0,4.491,0.875,-0.08
1,18.6848377,0.1135,1.93,3.7965,6.16,402.0,15.434,0.545,4156.0,4.712,0.559,-0.44
1,7.41634701,0.0613,1.24,2.1362,21.1,547.0,15.434,0.545,4156.0,4.712,0.559,-0.44
1,9.91724268,0.0883,2.85,3.2241,157.41,903.0,14.498,1.207,5539.0,4.244,0.932,0.14
1,82.5341188,0.3104,2.45,4.8556,1.08,260.0,15.187,0.58,4316.0,4.678,0.584,-0.44
1,20.16037858,0.1339,1.75,4.13,16.03,510.0,13.389,0.724,4975.0,4.614,0.818,0.02
1,10.99470891,0.0805,1.71,1.5929,16.24,512.0,15.389,0.586,4302.0,4.661,0.573,-0.44
0,1.194812329,0.0222,1.36,1.3777,2521.46,1806.0,14.029,0.97,6198.0,4.475,1.024,-0.28
1,10.84969477,0.0914,2.67,3.474,49.3,676.0,15.409,0.778,5251.0,4.592,0.869,-0.04
1,12.18420006,0.1031,2.59,2.5014,106.52,819.0,13.982,1.068,5771.0,4.374,0.984,0.06
1,3.76417012,0.044,1.7,2.0111,160.99,908.0,15.484,0.728,5063.0,4.617,0.813,-0.14
1,5.92972237,0.0649,1.92,2.518,210.95,972.0,14.746,0.956,5741.0,4.492,1.035,0.16
1,12.2476121,0.1052,1.9,3.209,80.29,763.0,14.746,0.956,5741.0,4.492,1.035,0.16
1,13.59051547,0.1072,2.4,3.784,64.8,724.0,15.15,0.974,5442.0,4.409,0.887,0.1
1,46.8776724,0.2495,2.62,10.041,13.01,484.0,14.632,0.993,5504.0,4.418,0.943,0.2
1,89.1935737,0.3987,3.81,4.0104,12.83,483.0,12.487,1.295,6071.0,4.239,1.061,-0.06
1,13.09390911,0.1096,2.2,2.2805,75.58,752.0,12.706,0.956,5772.0,4.487,1.022,0.1
1,4.915385452,0.057,1.46,2.7757,279.43,1042.0,12.706,0.956,5772.0,4.487,1.022,0.1
0,87.455958,0.46,70.11,18.257,66.26,728.0,13.36,2.111,7700.0,4.018,1.692,-0.14
0,0.805259257,0.0183,63.55,1.42246,12990.09,2723.0,13.742,2.022,5872.0,3.926,1.256,0.2
1,9.76785911,0.0852,2.54,2.1649,74.48,749.0,13.766,0.852,5371.0,4.513,0.864,0.0
1,40.80957343,0.2489,3.44,3.158,35.68,623.0,12.988,1.3,6183.0,4.301,1.241,0.26
1,22.08551599,0.13,3.34,2.1727,3.63,352.0,15.967,0.565,3828.0,4.712,0.6,0.3
1,1.151166776,0.0177,1.28,1.0907,199.25,957.0,14.44,0.535,3951.0,4.73,0.561,-0.16
0,4.693305543,0.06,17.85,5.17249,881.73,1389.0,12.291,1.47,6365.0,4.22,1.312,0.2
1,3.246732048,0.0442,12.4,3.0535,1072.7,1459.0,14.678,1.457,5763.0,4.15,1.093,0.26
0,8.3606759,0.0802,1.49,6.287,176.04,929.0,13.982,1.068,5771.0,4.374,0.984,0.06
1,62.1385979,0.301,5.14,4.2938,17.88,524.0,14.52,1.621,5123.0,3.992,0.941,0.2
0,26.635216,0.1627,27.64,5.949,19.45,536.0,15.551,0.882,5215.0,4.455,0.808,0.04
1,17.84850835,0.1385,3.29,5.8919,146.82,888.0,13.781,1.465,6188.0,4.152,1.111,-0.08
1,26.1363443,0.1786,2.8,6.613,88.29,782.0,13.781,1.465,6188.0,4.152,1.111,-0.08
1,11.1895709,0.1015,1.81,5.3,273.37,1037.0,13.781,1.465,6188.0,4.152,1.111,-0.08
1,2.757977384,0.0384,1.69,2.1489,744.97,1332.0,13.263,1.0,5919.0,4.435,0.994,-0.08
0,18.692860599,0.124,14.81,3.88584,18.4,528.0,16.147,0.66,5190.0,4.66,0.732,-0.52
1,14.80075082,0.1633,17.38,5.762,3158.09,1912.0,12.538,7.663,6327.0,3.092,2.646,0.56
1,3.126861192,0.0414,5.12,1.1926,886.72,1391.0,13.884,1.749,4854.0,3.939,0.97,0.56
0,87.24250316,0.3921,15.86,4.1206,5.49,390.0,14.288,0.955,5671.0,4.501,1.054,0.28
1,16.87725775,0.1245,2.54,3.7917,40.09,642.0,14.101,0.872,5497.0,4.512,0.901,0.0
1,12.05705659,0.0984,1.96,2.3462,53.26,689.0,13.576,0.834,5365.0,4.537,0.873,0.0
